122
-1.3971	3.3191	-1.3927	-1.9948
0.39012	-0.14279	-0.031994	0.35084
-1.6677	-7.1535	7.8929	0.96765
-3.8483	-12.8047	15.6824	-1.281
-3.5681	-8.213	10.083	0.96765
-2.2804	-0.30626	1.3347	1.3763
-1.7582	2.7397	-2.5323	-2.234
-0.89409	3.1991	-1.8219	-2.9452
0.3434	0.12415	-0.28733	0.14654
-0.9854	-6.661	5.8245	0.5461
-2.4115	-9.1359	9.3444	-0.65259
-1.5252	-6.2534	5.3524	0.59912
-0.61442	-0.091058	-0.31818	0.50214
-0.36506	2.8928	-3.6461	-3.0603
-5.9034	6.5679	0.67661	-6.6797
-1.8215	2.7521	-0.72261	-2.353
-0.77461	-1.8768	2.4023	1.1319
-1.8187	-9.0366	9.0162	-0.12243
-3.5801	-12.9309	13.1779	-2.5677
-1.8219	-6.8824	5.4681	0.057313
-0.3481	-0.38696	-0.47841	0.62627
0.47368	3.3605	-4.5064	-4.0431
-3.4083	4.8587	-0.76888	-4.8668
-1.6662	-0.30005	1.4238	0.024986
-2.0962	-7.1059	6.6188	-0.33708
-2.6685	-10.4519	9.1139	-1.7323
-0.47465	-4.3496	1.9901	0.7517
1.0552	1.1857	-2.6411	0.11033
1.1644	3.8095	-4.9408	-4.0909
-4.4779	7.3708	-0.31218	-6.7754
-2.7338	0.45523	2.4391	0.21766
-2.286	-5.4484	5.8039	0.88231
-1.6244	-6.3444	4.6575	0.16981
0.50813	0.47799	-1.9804	0.57714
1.6408	4.2503	-4.9023	-2.6621
0.81583	4.84	-5.2613	-6.0823
-5.4901	9.1048	-0.38758	-5.9763
-3.2238	2.7935	0.32274	-0.86078
-2.0631	-1.5147	1.219	0.44524
-0.91318	-2.0113	-0.19565	0.066365
0.6005	1.9327	-3.2888	-0.32415
0.91315	3.3377	-4.0557	-1.6741
-0.28015	3.0729	-3.3857	-2.9155
-3.6085	3.3253	-0.51954	-3.5737
-6.2003	8.6806	0.0091344	-3.703
-4.2932	3.3419	0.77258	-0.99785
-3.0265	-0.062088	0.68604	-0.055186
-1.7015	-0.010356	-0.99337	-0.53104
-0.64326	2.4748	-2.9452	-1.0276
-0.86339	1.9348	-2.3729	-1.0897
-2.0659	1.0512	-0.46298	-1.0974
-2.1333	1.5685	-0.084261	-1.7453
-1.2568	-1.4733	2.8718	0.44653
-3.1128	-6.841	10.7402	-1.0172
-4.8554	-5.9037	10.9818	-0.82199
-2.588	3.8654	-0.3336	-1.2797
0.24394	1.4733	-1.4192	-0.58535
-1.5322	-5.0966	6.6779	0.17498
-4.0025	-13.4979	17.6772	-3.3202
-4.0173	-8.3123	12.4547	-1.4375
-3.0731	-0.53181	2.3877	0.77627
-1.979	3.2301	-1.3575	-2.5819
-0.4294	-0.14693	0.044265	-0.15605
-2.234	-7.0314	7.4936	0.61334
-4.211	-12.4736	14.9704	-1.3884
-3.8073	-8.0971	10.1772	0.65084
-2.5912	-0.10554	1.2798	1.0414
-2.2482	3.0915	-2.3969	-2.6711
-1.4427	3.2922	-1.9702	-3.4392
-0.39416	-0.020702	-0.066267	-0.44699
-1.522	-6.6383	5.7491	-0.10691
-2.8267	-9.0407	9.0694	-0.98233
-1.7263	-6.0237	5.2419	0.29524
-0.94255	0.039307	-0.24192	0.31593
-0.89569	3.0025	-3.6067	-3.4457
-6.2815	6.6651	0.52581	-7.0107
-2.3211	3.166	-1.0002	-2.7151
-1.3414	-2.0776	2.8093	0.60688
-2.258	-9.3263	9.3727	-0.85949
-3.8858	-12.8461	12.7957	-3.1353
-1.8969	-6.7893	5.2761	-0.32544
-0.52645	-0.24832	-0.45613	0.41938
0.0096613	3.5612	-4.407	-4.4103
-3.8826	4.898	-0.92311	-5.0801
-2.1405	-0.16762	1.321	-0.20906
-2.4824	-7.3046	6.839	-0.59053
-2.9098	-10.0712	8.4156	-1.9948
-0.60975	-4.002	1.8471	0.6017
0.83625	1.1071	-2.4706	-0.062945
0.60731	3.9544	-4.772	-4.4853
-4.8861	7.0542	-0.17252	-6.959
-3.1366	0.42212	2.6225	-0.064238
-2.5754	-5.6574	6.103	0.65214
-1.8782	-6.5865	4.8486	-0.021566
0.24261	0.57318	-1.9402	0.44007
1.296	4.2855	-4.8457	-2.9013
0.25943	5.0097	-5.0394	-6.3862
-5.873	9.1752	-0.27448	-6.0422
-3.4605	2.6901	0.16165	-1.0224
-2.3797	-1.4402	1.1273	0.16076
-1.2424	-1.7175	-0.52553	-0.21036
0.20216	1.9182	-3.2828	-0.61768
0.59823	3.5012	-3.9795	-1.7841
-0.77995	3.2322	-3.282	-3.1004
-4.1409	3.4619	-0.47841	-3.8879
-6.5084	8.7696	0.23191	-3.937
-4.4996	3.4288	0.56265	-1.1672
-3.3125	0.10139	0.55323	-0.2957
-1.9423	0.3766	-1.2898	-0.82458
-0.75793	2.5349	-3.0464	-1.2629
-0.95403	1.9824	-2.3163	-1.1957
-2.2173	1.4671	-0.72689	-1.1724
-2.799	1.9679	-0.42357	-2.1125
-1.8629	-0.84841	2.5377	0.097399
-3.5916	-6.2285	10.2389	-1.1543
-5.1216	-5.3118	10.3846	-1.0612
-3.2854	4.0372	-0.45356	-1.8228
-0.56877	1.4174	-1.4252	-1.1246
-2.3518	-4.8359	6.6479	-0.060358
-4.4861	-13.2889	17.3087	-3.2194
-4.3876	-7.7267	11.9655	-1.4543
-3.3604	-0.32696	2.1324	0.6017

